"Drug_ID","Segmented_SMILE"
"DB00528","COC;OC(;C(=;(=O;=O);O)C;)C1;C1=;1=C;=C(;C(C;(C);C)N;)NC;NC(;C(C;(C);C)=;)=C;=C(;C(C;(C1;C1C;1C1;C1=;1=C;=CC;CC(;C(=;(=C;=CC;CC=;C=C;=C1;C1);1)[;)[N;[N+;N+];+](;]([;([O;[O-;O-];-]);])=;)=O;=O);O)C;)C(;C(=;(=O;=O);O)O;)OC;OC(;C(C;(C);C)(;)(C;(C);C)C;)CN;CN(;N(C;(C);C)C;)CC;CCC;CC(;C(C;(C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB00529","OC(;C(=;(=O;=O);O)P;)P(;P(O;(O);O)(;)(O;(O);O)=;)=O"
"DB00530","COC;OCC;CCO;COC;OC1;C1=;1=C;=CC;CC2;C2=;2=C;=C(;C(C;(C=;C=C;=C1;C1O;1OC;OCC;CCO;COC;OC);C)C;)C(;C(N;(NC;NC1;C1=;1=C;=CC;CC(;C(=;(=C;=CC;CC=;C=C;=C1;C1);1)C;)C#;C#C;#C);C)=;)=N;=NC;NC=;C=N;=N2"
"DB00531","ClC;lCC;CCN;CN(;N(C;(CC;CCC;CCl;Cl);l)P;)P1;P1(;1(=;(=O;=O);O)N;)NC;NCC;CCC;CCO;CO1"
"DB00535","[H];H][;][C;[C@;C@];@]1;]12;12S;2SC;SCC;CC(;C(C;(C=;C=C;=C);C)=;)=C;=C(;C(N;(N1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H]2;]2N;2NC;NC(;C(=;(=O;=O);O)C;)C(;C(=;(=N;=N/;N/O;/O);O)\;)\C;\C1;C1=;1=C;=CS;CSC;SC(;C(N;(N);N)=;)=N;=N1;N1);1)C;)C(;C(O;(O);O)=;)=O"
"DB00537","OC(;C(=;(=O;=O);O)C;)C1;C1=;1=C;=CN;CN(;N(C;(C2;C2C;2CC;CC2;C2);2)C;)C2;C2=;2=C;=CC;CC(;C(N;(N3;N3C;3CC;CCN;CNC;NCC;CC3;C3);3)=;)=C;=C(;C(F;(F);F)C;)C=;C=C;=C2;C2C;2C1;C1=;1=O"
"DB00539","CN(;N(C;(C);C)C;)CC;CCO;COC;OC1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)C;)C(;C(=;(=C;=C(;C(\;(\C;\CC;CCC;CCl;Cl);l)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)\;)\C;\C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB00540","CNC;NCC;CCC;CC=;C=C;=C1;C1C;1C2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C2C;2CC;CCC;CC2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C12"
"DB00541","[H];H][;][C;[C@;C@@;@@];@]1;]12;12N;2N3;N3C;3CC;CC[;C[C;[C@;C@@;@@];@]1;]11;11C;1C4;C4=;4=C;=C(;C(C;(C=;C=C;=C(;C(O;(OC;OC);C)C;)C(;C(=;(=C;=C4;C4);4)[;)[C;[C@;C@];@]4;]4(;4(C;(C[;C[C;[C@;C@H;@H];H]5;]5C;5C[;C[N;[N@;N@];@](;](C;(C[;C[C;[C@;C@];@](;](O;(O);O)(;)(C;(CC;CC);C)C;)C5;C5);5)C;)CC;CCC;CC5;C5=;5=C;=C4;C4N;4NC;NC4;C4=;4=C;=CC;CC=;C=C;=CC;CC=;C=C;=C5;C54;54);4)C;)C(;C(=;(=O;=O);O)O;)OC;OC);C)N;)N(;N(C;(C=;C=O;=O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])[;)[C;[C@;C@];@](;](O;(O);O)(;)([;([C;[C@;C@H;@H];H](;](O;(OC;OC(;C(C;(C);C)=;)=O;=O);O)[;)[C;[C@;C@];@]2;]2(;2(C;(CC;CC);C)C;)C=;C=C;=CC;CC3;C3);3)C;)C(;C(=;(=O;=O);O)O;)OC"
"DB00542","[H];H][;][C;[C@;C@@;@@];@]1;]1(;1(C;(CC;CCC;CC2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C2N;2N(;N(C;(CC;CC(;C(O;(O);O)=;)=O;=O);O)C;)C1;C1=;1=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)O;)OC;OCC"
"DB00543","ClC;lC1;C1=;1=C;=CC;CC2;C2=;2=C;=C(;C(O;(OC;OC3;C3=;3=C;=CC;CC=;C=C;=CC;CC=;C=C;=C3;C3N;3N=;N=C;=C2;C2N;2N2;N2C;2CC;CCN;CNC;NCC;CC2;C2);2)C;)C=;C=C;=C1"
"DB00544","FC1;C1=;1=C;=CN;CNC;NC(;C(=;(=O;=O);O)N;)NC;NC1;C1=;1=O"
"DB00545","CN(;N(C;(C);C)C;)C(;C(=;(=O;=O);O)O;)OC;OC1;C1=;1=C;=C[;C[N;[N+;N+];+](;](C;(C);C)=;)=C;=CC;CC=;C=C;=C1"
"DB00546","CN(;N(C;(C);C)C;)CC;CC1;C1=;1=N;=NN;NN=;N=C;=C2;C2C;2CN;CN=;N=C;=C(;C(C;(C3;C3=;3=C;=CC;CC=;C=C;=CC;CC=;C=C;=C3;C3);3)C;)C3;C3=;3=C;=C(;C(C;(C=;C=C;=CC;CC(;C(C;(Cl;Cl);l)=;)=C;=C3;C3);3)N;)N1;N12"
"DB00547","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2C[;C[C;[C@;C@@;@@H;@H];H](;](C;(C);C)[;)[C;[C@;C@H;@H];H](;](C;(C(;C(=;(=O;=O);O)C;)CO;CO);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)C[;C[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(F;(F);F)[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)CC;CCC;CC2;C2=;2=C;=CC;CC(;C(=;(=O;=O);O)C;)C=;C=C;=C[;C[C;[C@;C@];@]1;]12;12C"
"DB00548","OC(;C(=;(=O;=O);O)C;)CC;CCC;CCC;CCC;CCC;CCC;CCC;CC(;C(O;(O);O)=;)=O"
"DB00549","COC;OC1;C1=;1=C;=CC;CC(;C(=;(=C;=CC;CC=;C=C;=C1;C1C;1CC;CC1;C1=;1=C;=CN;CN(;N(C;(C);C)C;)C2;C2=;2=C;=C1;C1C;1C=;C=C;=C(;C(N;(NC;NC(;C(=;(=O;=O);O)O;)OC;OC1;C1C;1CC;CCC;CCC;CC1;C1);1)C;)C=;C=C;=C2;C2);2)C;)C(;C(=;(=O;=O);O)N;)NS;NS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1C"
"DB00550","CCC;CCC;CC1;C1=;1=C;=CC;CC(;C(=;(=O;=O);O)N;)NC;NC(;C(=;(=S;=S);S)N;)N1"
"DB00551","CC(;C(=;(=O;=O);O)N;)NO"
"DB00552","OC[;C[C;[C@;C@H;@H];H]1;]1O;1O[;O[C;[C@;C@H;@H];H](;](C;(C[;C[C;[C@;C@@;@@H;@H];H]1;]1O;1O);O)N;)N1;N1C;1C=;C=N;=NC;NC2;C2=;2=C;=C1;C1N;1N=;N=C;=CN;CNC;NC[;C[C;[C@;C@H;@H];H]2;]2O"
"DB00553","COC;OC1;C1=;1=C;=C2;C2O;2OC;OC(;C(=;(=O;=O);O)C;)C=;C=C;=CC;CC2;C2=;2=C;=CC;CC2;C2=;2=C;=C1;C1O;1OC;OC=;C=C;=C2"
"DB00554","CN1;N1C;1C(;C(C;(C(;C(=;(=O;=O);O)N;)NC;NC2;C2=;2=N;=NC;NC=;C=C;=CC;CC=;C=C;=C2;C2);2)=;)=C;=C(;C(O;(O);O)C;)C2;C2=;2=C;=C(;C(C;(C=;C=C;=CC;CC=;C=C;=C2;C2);2)S;)S1;S1(;1(=;(=O;=O);O)=;)=O"
"DB00555","NC1;C1=;1=N;=NC;NC(;C(N;(N);N)=;)=C;=C(;C(N;(N=;N=N;=N1;N1);1)C;)C1;C1=;1=C;=C(;C(C;(Cl;Cl);l)C;)C(;C(C;(Cl;Cl);l)=;)=C;=CC;CC=;C=C;=C1"
"DB00556","FC(;C(F;(F);F)(;)(F;(F);F)C;)C(;C(F;(F);F)(;)(F;(F);F)C;)C(;C(F;(F);F)(;)(F;(F);F)F"
"DB00557","OCC;CCO;COC;OCC;CCN;CN1;N1C;1CC;CCN;CN(;N(C;(CC;CC1;C1);1)C;)C(;C(C;(C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C1"
"DB00559","COC;OC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1O;1OC;OC1;C1=;1=C;=C(;C(N;(NS;NS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C2;C2=;2=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C2;C2);2)C;)C(;C(C;(C);C)(;)(C;(C);C)C;)C);C)N;)N=;N=C;=C(;C(N;(N=;N=C;=C1;C1O;1OC;OCC;CCO;CO);O)C;)C1;C1=;1=N;=NC;NC=;C=C;=CC;CC=;C=N;=N1"
"DB00560","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CC3;C3=;3=C;=C(;C(C;(C(;C(O;(O);O)=;)=C;=C(;C(N;(NC;NC(;C(=;(=O;=O);O)C;)CN;CNC;NC(;C(C;(C);C)(;)(C;(C);C)C;)C);C)C;)C=;C=C;=C3;C3N;3N(;N(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)C;)C1;C1=;1=C;=C(;C(O;(O);O)[;)[C;[C@;C@];@]1;]1(;1(O;(O);O)C;)C(;C(=;(=O;=O);O)C;)C(;C(C;(C(;C(N;(N);N)=;)=O;=O);O)=;)=C;=C(;C(O;(O);O)[;)[C;[C@;C@@;@@H;@H];H](;](N;(N(;N(C;(C);C)C;)C);C)[;)[C;[C@;C@];@]1;]1(;1([;([H;[H];H]);])C;)C2"
"DB00561","CCN;CN1;N1C;1CC;CC(;C(C;(CC;CCN;CN2;N2C;2CC;CCO;COC;OCC;CC2;C2);2)C;)C(;C(C;(C1;C1=;1=O;=O);O)(;)(C;(C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB00562","NS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C1;C1=;1=C;=CC;CC2;C2=;2=C;=C(;C(C;(C=;C=C;=C1;C1C;1Cl;Cl);l)N;)N=;N=C;=C(;C(C;(CS;CSC;SCC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)N;)NS;NS2;S2(;2(=;(=O;=O);O)=;)=O"
"DB00563","CN(;N(C;(CC;CC1;C1=;1=C;=CN;CN=;N=C;=C2;C2N;2N=;N=C;=C(;C(N;(N);N)N;)N=;N=C;=C(;C(N;(N);N)C;)C2;C2=;2=N;=N1;N1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CC(;C(O;(O);O)=;)=O;=O);O)C;)C(;C(O;(O);O)=;)=O"
"DB00564","NC(;C(=;(=O;=O);O)N;)N1;N1C;1C2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C2C;2C=;C=C;=CC;CC2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C12"
"DB00565","COC;OC1;C1=;1=C;=CC;CC2;C2=;2=C;=C(;C(C;(C=;C=C;=C1;C1O;1OC;OC);C)[;)[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CC;CC(;C(O;(OC;OC);C)=;)=C;=C(;C(O;(OC;OC);C)C;)C=;C=C;=C1;C1);1)[;)[N;[N@;N@@;@@+;@+];+](;](C;(C);C)(;)(C;(CC;CCC;CC(;C(=;(=O;=O);O)O;)OC;OCC;CCC;CCC;CCC;CCO;COC;OC(;C(=;(=O;=O);O)C;)CC;CC[;C[N;[N@;N@@;@@+;@+];+]1;]1(;1(C;(C);C)C;)CC;CCC;CC3;C3=;3=C;=C(;C(C;(C=;C=C;=C(;C(O;(OC;OC);C)C;)C(;C(O;(OC;OC);C)=;)=C;=C3;C3);3)[;)[C;[C@;C@H;@H];H]1;]1C;1CC;CC1;C1=;1=C;=CC;CC(;C(O;(OC;OC);C)=;)=C;=C(;C(O;(OC;OC);C)C;)C=;C=C;=C1;C1);1)C;)CC;CC2"
"DB00567","[H];H][;][C;[C@;C@];@]1;]12;12S;2SC;SCC;CC(;C(C;(C);C)=;)=C;=C(;C(N;(N1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H]2;]2N;2NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](N;(N);N)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C(;C(O;(O);O)=;)=O"
"DB00568","C(C;(C=;C=C;=CC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)N;)N1;N1C;1CC;CCN;CN(;N(C;(CC;CC1;C1);1)C;)C(;C(C;(C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB00569","CO[;O[C;[C@;C@H;@H];H]1;]1O;1O[;O[C;[C@;C@H;@H];H](;](C;(CO;COS;OS(;S(O;(O);O)(;)(=;(=O;=O);O)=;)=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O[;O[C;[C@;C@@;@@H;@H];H]2;]2O;2O[;O[C;[C@;C@H;@H];H](;]([;([C;[C@;C@@;@@H;@H];H](;](O;(O[;O[C;[C@;C@H;@H];H]3;]3O;3O[;O[C;[C@;C@H;@H];H](;](C;(CO;COS;OS(;S(O;(O);O)(;)(=;(=O;=O);O)=;)=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O[;O[C;[C@;C@@;@@H;@H];H]4;]4O;4O[;O[C;[C@;C@@;@@H;@H];H](;]([;([C;[C@;C@@;@@H;@H];H](;](O;(O[;O[C;[C@;C@H;@H];H]5;]5O;5O[;O[C;[C@;C@H;@H];H](;](C;(CO;COS;OS(;S(O;(O);O)(;)(=;(=O;=O);O)=;)=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H]5;]5N;5NS;NS(;S(O;(O);O)(;)(=;(=O;=O);O)=;)=O;=O);O)[;)[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H]4;]4O;4O);O)C;)C(;C(O;(O);O)=;)=O;=O);O)[;)[C;[C@;C@H;@H];H](;](O;(OS;OS(;S(O;(O);O)(;)(=;(=O;=O);O)=;)=O;=O);O)[;)[C;[C@;C@H;@H];H]3;]3N;3NS;NS(;S(O;(O);O)(;)(=;(=O;=O);O)=;)=O;=O);O)[;)[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H]2;]2O;2OS;OS(;S(O;(O);O)(;)(=;(=O;=O);O)=;)=O;=O);O)C;)C(;C(O;(O);O)=;)=O;=O);O)[;)[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H]1;]1N;1NS;NS(;S(O;(O);O)(;)(=;(=O;=O);O)=;)=O"
"DB00570","[H];H][;][C;[C@;C@@;@@];@]1;]12;12N;2N(;N(C;(C);C)C;)C3;C3=;3=C;=CC;CC(;C(O;(OC;OC);C)=;)=C;=C(;C(C;(C=;C=C;=C3;C3[;3[C;[C@;C@@;@@];@]1;]11;11C;1CC;CCN;CN3;N3C;3CC;CC=;C=C;=C[;C[C;[C@;C@@;@@];@](;](C;(CC;CC);C)(;)([;([C;[C@;C@@;@@H;@H];H](;](O;(OC;OC(;C(C;(C);C)=;)=O;=O);O)[;)[C;[C@;C@];@]2;]2(;2(O;(O);O)C;)C(;C(=;(=O;=O);O)O;)OC;OC);C)[;)[C;[C@;C@@;@@];@]1;]13;13[;3[H;[H];H]);])[;)[C;[C@;C@];@]1;]1(;1(C;(C[;C[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)CN;CN(;N(C;(C[;C[C;[C@;C@];@](;](O;(O);O)(;)(C;(CC;CC);C)C;)C2;C2);2)C;)CC;CCC;CC2;C2=;2=C;=C1;C1N;1NC;NC1;C1=;1=C;=C2;C2C;2C=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)O;)OC"
"DB00571","CC(;C(C;(C);C)N;)NC;NCC;CC(;C(O;(O);O)C;)CO;COC;OC1;C1=;1=C;=CC;CC=;C=C;=CC;CC2;C2=;2=C;=C1;C1C;1C=;C=C;=CC;CC=;C=C;=C2"
"DB00572","CN1;N1[;1[C;[C@;C@H;@H];H]2;]2C;2CC;CC[;C[C;[C@;C@@;@@H;@H];H]1;]1C;1C[;C[C;[C@;C@@;@@H;@H];H](;](C;(C2;C2);2)O;)OC;OC(;C(=;(=O;=O);O)C;)C(;C(C;(CO;CO);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB00573","CC(;C(C;(C(;C(O;(O);O)=;)=O;=O);O)C;)C1;C1=;1=C;=CC;CC(;C(O;(OC;OC2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C2);2)=;)=C;=CC;CC=;C=C;=C1"
"DB00575","ClC;lC1;C1=;1=C;=CC;CC=;C=C;=CC;CC(;C(C;(Cl;Cl);l)=;)=C;=C1;C1N;1NC;NC1;C1=;1=N;=NC;NCC;CCN;CN1"
"DB00576","CC1;C1=;1=N;=NN;NN=;N=C;=C(;C(N;(NS;NS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C2;C2=;2=C;=CC;CC=;C=C;=C(;C(N;(N);N)C;)C=;C=C;=C2;C2);2)S;)S1"
"DB00577","CC(;C(C;(C);C)[;)[C;[C@;C@H;@H];H](;](N;(N);N)C;)C(;C(=;(=O;=O);O)O;)OC;OCC;CCO;COC;OCN;CN1;N1C;1C=;C=N;=NC;NC2;C2=;2=C;=C1;C1N;1NC;NC(;C(N;(N);N)=;)=N;=NC;NC2;C2=;2=O"
"DB00578","[H];H][;][C;[C@;C@];@]1;]12;12S;2SC;SC(;C(C;(C);C)(;)(C;(C);C)[;)[C;[C@;C@@;@@H;@H];H](;](N;(N1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H]2;]2N;2NC;NC(;C(=;(=O;=O);O)C;)C(;C(C;(C(;C(O;(O);O)=;)=O;=O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C(;C(O;(O);O)=;)=O"
"DB00581","OC[;C[C;[C@;C@H;@H];H]1;]1O;1O[;O[C;[C@;C@];@](;](O;(O);O)(;)(C;(CO;CO);O)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H]1;]1O;1O[;O[C;[C@;C@@;@@H;@H];H]1;]1O;1O[;O[C;[C@;C@H;@H];H](;](C;(CO;CO);O)[;)[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H]1;]1O"
"DB00582","C[C;[C@;C@@;@@H;@H];H](;](C;(C1;C1=;1=N;=NC;NC=;C=N;=NC;NC=;C=C;=C1;C1F;1F);F)[;)[C;[C@;C@];@](;](O;(O);O)(;)(C;(CN;CN1;N1C;1C=;C=N;=NC;NC=;C=N;=N1;N1);1)C;)C1;C1=;1=C;=C(;C(F;(F);F)C;)C=;C=C;=C(;C(F;(F);F)C;)C=;C=C;=C1"
"DB00583","C[N;[N+;N+];+](;](C;(C);C)(;)(C;(C);C)C;)C[;C[C;[C@;C@H;@H];H](;](O;(O);O)C;)CC;CC(;C([;([O;[O-;O-];-]);])=;)=O"
"DB00584","CCO;COC;OC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C);C)C;)C(;C(=;(=O;=O);O)N;)N1;N1C;1CC;CCC;CC[;C[C;[C@;C@H;@H];H]1;]1C;1C(;C(O;(O);O)=;)=O"
"DB00585","CNC;NC(;C(N;(NC;NCC;CCS;CSC;SCC;CC1;C1=;1=C;=CS;CSC;SC(;C(C;(CN;CN(;N(C;(C);C)C;)C);C)=;)=N;=N1;N1);1)=;)=C;=C[;C[N;[N+;N+];+](;]([;([O;[O-;O-];-]);])=;)=O"
"DB00586","OC(;C(=;(=O;=O);O)C;)CC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1N;1NC;NC1;C1=;1=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=CC;CC=;C=C;=C1;C1C;1Cl"
"DB00588","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2C[;C[C;[C@;C@@;@@H;@H];H](;](C;(C);C)[;)[C;[C@;C@];@](;](O;(OC;OC(;C(=;(=O;=O);O)C;)CC;CC);C)(;)(C;(C(;C(=;(=O;=O);O)S;)SC;SCF;CF);F)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)C[;C[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(F;(F);F)[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)C[;C[C;[C@;C@H;@H];H](;](F;(F);F)C;)C2;C2=;2=C;=CC;CC(;C(=;(=O;=O);O)C;)C=;C=C;=C[;C[C;[C@;C@];@]1;]12;12C"
"DB00589","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CC3;C3=;3=C;=CN;CNC;NC4;C4=;4=C;=CC;CC=;C=C;=CC;CC(;C(=;(=C;=C3;C34;34);4)C;)C1;C1=;1=C;=C[;C[C;[C@;C@@;@@H;@H];H](;](C;(CN;CN2;N2C;2C);C)N;)NC;NC(;C(=;(=O;=O);O)N;)N(;N(C;(CC;CC);C)C;)CC"
"DB00590","COC;OC1;C1=;1=C;=C(;C(O;(OC;OC);C)C;)C=;C=C;=C2;C2C;2C(;C(N;(N);N)=;)=N;=NC;NC(;C(=;(=N;=NC;NC2;C2=;2=C;=C1;C1);1)N;)N1;N1C;1CC;CCN;CN(;N(C;(CC;CC1;C1);1)C;)C(;C(=;(=O;=O);O)C;)C1;C1C;1CO;COC;OC2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C2O;2O1"
"DB00591","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2C[;C[C;[C@;C@@;@@];@]3;]3(;3([;([H;[H];H]);])[;)[C;[C@;C@];@]4;]4(;4([;([H;[H];H]);])C;)C[;C[C;[C@;C@H;@H];H](;](F;(F);F)C;)C5;C5=;5=C;=CC;CC(;C(=;(=O;=O);O)C;)C=;C=C;=C[;C[C;[C@;C@];@]5;]5(;5(C;(C);C)[;)[C;[C@;C@@;@@];@]4;]4(;4(F;(F);F)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)C;)C[;C[C;[C@;C@];@]3;]3(;3(C;(C);C)[;)[C;[C@;C@@;@@];@]1;]1(;1(O;(OC;OC(;C(C;(C);C)(;)(C;(C);C)O;)O2;O2);2)C;)C(;C(=;(=O;=O);O)C;)CO"
"DB00592","C1C;1CN;CNC;NCC;CCN;CN1"
"DB00593","CCC;CC1;C1(;1(C;(C);C)C;)CC;CC(;C(=;(=O;=O);O)N;)NC;NC1;C1=;1=O"
"DB00594","NC(;C(=;(=N;=N);N)N;)NC;NC(;C(=;(=O;=O);O)C;)C1;C1=;1=N;=NC;NC(;C(C;(Cl;Cl);l)=;)=C;=C(;C(N;(N);N)N;)N=;N=C;=C1;C1N"
"DB00595","[H];H][;][C;[C@;C@@;@@];@]1;]12;12[;2[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@];@]3;]3(;3([;([H;[H];H]);])C;)C(;C(C;(C(;C(=;(=O;=O);O)C;)C4;C4=;4=C;=C(;C(C;(C=;C=C;=CC;CC=;C=C;=C4;C4O;4O);O)[;)[C;[C@;C@@;@@];@]3;]3(;3(C;(C);C)O;)O);O)=;)=C;=C(;C(O;(O);O)[;)[C;[C@;C@];@]1;]1(;1(O;(O);O)C;)C(;C(=;(=O;=O);O)C;)C(;C(C;(C(;C(N;(N);N)=;)=O;=O);O)=;)=C;=C(;C(O;(O);O)[;)[C;[C@;C@H;@H];H]2;]2N;2N(;N(C;(C);C)C"
"DB00596","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2C[;C[C;[C@;C@H;@H];H](;](C;(C);C)[;)[C;[C@;C@];@](;](O;(O);O)(;)(C;(C(;C(=;(=O;=O);O)C;)CC;CCl;Cl);l)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)C[;C[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(F;(F);F)[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)C[;C[C;[C@;C@H;@H];H](;](F;(F);F)C;)C2;C2=;2=C;=CC;CC(;C(=;(=O;=O);O)C;)C=;C=C;=C[;C[C;[C@;C@];@]1;]12;12C"
"DB00598","CC(;C(C;(CC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)N;)NC;NCC;CC(;C(O;(O);O)C;)C1;C1=;1=C;=CC;CC(;C(C;(C(;C(N;(N);N)=;)=O;=O);O)=;)=C;=C(;C(O;(O);O)C;)C=;C=C;=C1"
"DB00599","CCC;CCC;CC(;C(C;(C);C)C;)C1;C1(;1(C;(CC;CC);C)C;)C(;C(=;(=O;=O);O)N;)NC;NC(;C(=;(=S;=S);S)N;)NC;NC1;C1=;1=O"
"DB00601","CC(;C(=;(=O;=O);O)N;)NC;NC[;C[C;[C@;C@H;@H];H]1;]1C;1CN;CN(;N(C;(C(;C(=;(=O;=O);O)O;)O1;O1);1)C;)C1;C1=;1=C;=CC;CC(;C(F;(F);F)=;)=C;=C(;C(C;(C=;C=C;=C1;C1);1)N;)N1;N1C;1CC;CCO;COC;OCC;CC1"
